X,Y,station
307743.8272808221,605635.4358886874,8329.687839201928
307731.5592950354,605651.3012064028,8349.743057512265
307734.0437404555,605666.094026653,8364.74305751223
307837.006741015,605733.5201250388,8487.818880595998
307867.198119896,605773.3758729463,8537.818880596047
307873.4698714293,605793.2574880386,8558.66626618689
307917.6444449208,605847.5585658991,8628.666266186681
307924.560593061,605851.4318904222,8636.593166460923
307950.9810482687,605893.8813844902,8686.593166460974
307955.1222919376,605971.688679583,8764.510591141148
307972.3149591748,605981.906908063,8784.510591141086
307978.2067611751,605979.096129122,8791.038516467454
308003.1925867535,605979.9378655202,8816.038516467414
308030.1346114902,605995.0961207801,8846.952031302095
308126.8695328511,606020.4408438854,8946.95203130203
308134.3623329043,606020.4408438854,8954.444831355238
308237.8904561376,606128.9854324185,9104.44483135534
308233.2842286146,606226.2958412804,9201.86419803801
308275.2395762403,606275.9420778509,9266.864198038116
308380.4526950361,606288.6528824591,9372.842332200407
308422.8673706576,606315.1291981377,9422.84233220033
308444.3985261963,606348.358354017,9462.43737556797
308484.360323929,606350.1061303101,9502.437375567953
308510.8511625327,606316.1386115011,9545.513550699554
308567.1078561335,606295.2775371012,9605.513550699652
308636.5611399954,606309.2291356322,9676.354257505656
308659.49923214,606319.1711640351,9701.354257505647
308666.0040587714,606323.8124379418,9709.345139370713
308694.8002824822,606332.225374409,9739.345139370735
308746.5519857806,606329.5707470495,9791.164883105195
308787.0038449456,606380.7088451337,9856.36808843719
308772.7508222868,606429.6208001793,9907.314413145641
308764.3483000088,606467.3618624412,9945.979515774321
308762.0340693122,606482.2138299044,9961.010703393637
308743.6663050461,606518.2727213687,10001.478201682583
308717.5282551413,606544.2920766571,10038.359152083158
308732.9299674589,606578.4245967824,10075.80566957708
308763.4261680044,606576.4507309054,10106.365682571397
308777.1768725476,606599.2695130028,10133.007354663145
308764.8404894555,606619.3561123644,10156.579749995592
308781.8233183027,606641.6059325644,10184.570301518943
308876.5875708379,606613.9594203033,10283.285007610539
308914.2198016957,606594.4780157936,10325.660825254698
308970.5916359085,606549.677643076,10397.666777009721
309117.0293345664,606552.4338773873,10544.130412140725
309224.895589446,606644.9902872338,10686.263511542078
309255.1967624697,606650.2249111227,10717.013509491188
309296.1903601493,606634.4649639891,10760.932195541325
309334.6390766377,606650.907083924,10802.749023584096
309353.5580379842,606696.2141673253,10851.8474849119
309346.3083900341,606720.4865327177,10877.179384113177
309334.953604365,606728.1674783075,10890.888070510635
309326.1979270219,606743.4950529169,10908.540164696435
309322.5192774024,606802.7979130106,10967.957011451463
309288.7854262332,606839.8396488325,11018.057539466658
309221.8772074163,606850.3189247479,11085.781427194426
309167.8525332215,606893.1380281298,11154.717201914733
309125.256238058,606998.0302368295,11267.928596250998
309117.9783998927,607031.9006563625,11302.57209849458
309107.307191227,607315.8846693191,11586.756535628863
309093.1385589296,607363.55996234,11636.49267647038
308934.2375228197,607628.5298477035,11945.456395094963
308923.6157544066,607643.085279065,11963.475344740793
308910.5111980225,607658.0076549952,11983.335020000655
308893.4742498575,607697.0517503453,12025.934303850087
308888.2510371697,607747.9499043237,12077.099761232881
308883.0361910756,607768.1925470548,12098.003330414422
308851.8980617401,607841.4311611758,12177.586479993184
308852.343670312,607865.90435554,12202.06373084757
308874.8490890272,607913.9057188896,12255.079056508705
308877.6182866515,607928.6608027887,12270.09174968324
308875.0535231986,607966.6677351933,12308.185120791302
308878.9690808424,607983.6257435194,12325.589305289603
308890.9953930912,608004.57082719,12349.741504284137
308894.7129363122,608015.5221957065,12361.306650196977
308901.9866315304,608069.7702081319,12416.040127103082
308912.5937508035,608094.4774999475,12442.9280658143
308952.4497326251,608143.9917097408,12506.490289331248
308979.1252482937,608161.10988057,12538.185950055084
309043.2366485702,608177.3445435484,12604.32093268487
309105.4564960631,608155.8490232993,12670.149245839752
309173.6480922774,608067.530993025,12781.729567876288
309184.0621475184,608035.9760411226,12814.95858435481
309182.4375123632,607954.5792260895,12896.371611180446
309177.0061815807,607928.907920575,12922.611185889054
309162.5898403299,607894.5264907569,12959.892731074277
309173.5198916403,607848.6260243542,13007.07661431451
309190.4833537656,607834.1567059607,13029.37280730906
309239.5926431624,607825.0555308867,13079.318314542294
309312.0248406603,607850.6549590912,13156.14118847165
309389.1216532766,607812.5021593194,13242.16185253576
309406.9576584287,607757.2033802936,13300.265880292263
309428.4428461825,607723.3388778493,13340.370964990028
309453.5177482163,607699.8818234224,13374.707303093997
309469.2118891137,607667.2135625109,13410.949837904474
309477.8205576576,607555.6102018057,13522.884726544218
309493.6706806857,607519.4025164178,13562.409691834002
309515.1709131487,607496.2432326821,13594.010521239417
309549.6166107306,607506.9483985683,13630.081377322358
309557.6507900159,607561.7281415932,13685.447145470704
309585.0787796741,607577.3093005262,13716.99183013208
309701.1093476691,607529.3507168835,13842.543088406368
309715.0077846219,607520.7076236466,13858.90981106038
309795.3116635552,607450.1681902789,13965.795378989671
309815.3625044937,607411.57935942,14009.28255053944
309833.4558978705,607245.2769062159,14176.566371710453
309848.5318326432,607211.6002176142,14213.463568954272
309884.9224889285,607171.2179090268,14267.82357917984
309886.8454715046,607153.8088699321,14285.338501508777
309882.3826413219,607145.8941647472,14294.424722472573
309889.2375694704,607124.8730306419,14316.535310863506
309907.3904293264,607116.6152663989,14336.478153971857
309916.1648816221,607102.3028012759,14353.266175623849
309915.2845978163,607082.2792553293,14373.309061939284
309967.8955546519,606989.7770113656,14479.726062073052
309989.7223600115,606978.0616283088,14504.498216447906
310010.2950793943,606957.344900479,14533.694442142025
310065.0474197754,606853.6062529305,14650.995447135141
310154.3041196941,606803.0938582806,14753.554018174556
310223.2307294914,606806.9019478166,14822.585743374364
310243.7139688188,606810.7527020345,14843.427801847314
310295.1892809374,606827.609108793,14897.592792445652
310310.0536614192,606830.9501803287,14912.828033372974
310342.0951414035,606835.0001537871,14945.12445305996
310416.5837475036,606884.9561306604,15034.813650091142
310422.4645127648,606895.3469234492,15046.753163265392
310436.7261534137,606911.2693404736,15068.1287979436
310457.7628415122,606926.4452502041,15094.068159583816
310520.9183413883,606992.6518265586,15185.566399551532
310564.0655556087,607058.8280252748,15264.566218358312
310574.3827278314,607070.2952378071,15279.991554851691
310613.98744155,607102.5367678063,15331.060621863133
310638.014447388,607094.5224937818,15356.388977468645
310648.4984316443,607052.345037327,15399.849899673265
310666.8410776977,607041.4490105793,15421.1847552652
310835.868052496,607085.534172285,15595.866235943848
310858.5679607149,607086.1258451951,15618.57385382817
310924.6433054771,607072.524159219,15686.03463537445
310942.288649259,607070.5021489401,15703.795454126688
311042.222585439,607067.9859978886,15803.76106129503
311070.7483281685,607058.1627450319,15833.930819248308
311148.7115537008,607000.3434250804,15930.994397871005
311175.2721613147,606984.6015260727,15961.869521533705
311256.1730805726,606947.3105988136,16050.951349044304
311276.4207249076,606939.6951475741,16072.58378299652
311369.7454244914,606912.091901573,16169.905099994412
311383.9402653845,606909.2589748038,16184.379870530058
311410.1788122708,606906.4567399153,16210.76763025072
311446.7306437365,606893.0206256913,16249.710736815767
311462.6785084567,606882.1539908544,16269.00887511488
311484.0068160317,606871.862594092,16292.690292963798
311543.7284409129,606853.3221724035,16355.22364178538
311593.345696524,606854.0330466,16404.8459895382
311603.0611498284,606857.3572070377,16415.114391338207
311655.9234253292,606856.9840713284,16467.977983737685
311732.0201665152,606829.7415022434,16548.80416507441
311769.3814694856,606825.7389183771,16586.379258384368
311839.7424779882,606834.9616077702,16657.342132601418
311877.2339091187,606850.199718513,16697.811966147183
311900.7768887247,606867.7930652316,16727.2024023041
311938.9528577624,606885.3093791489,16769.205091089632
311969.6166380589,606892.1208408622,16800.61629025083
312001.1681860458,606910.5161902446,16837.13873621586
312044.3731872793,606958.437180998,16901.660774980795
312030.2143886664,607029.2385166978,16973.863965457596
312021.2730153012,607033.4736740473,16983.757635930706
312019.4225304182,607059.5431641747,17009.89271981815
312029.4800931433,607066.1913836031,17021.948979169152
312044.6506150731,607066.9973838874,17037.14089715474
312069.873341464,607053.9327017012,17065.54638689204
312083.006416269,607049.312904632,17079.468318467625
312157.0184669068,607034.4196033865,17154.96397437973
312216.5086380431,607062.6650759563,17220.819021130228
312239.177382521,607105.6121693589,17269.381607634015
312242.5264569474,607122.2960402366,17286.39830081977
312241.0203923378,607139.0873253423,17303.256992527928
312255.9604173971,607155.4273444572,17325.39746617794
312272.5542823574,607155.4273444572,17341.991331138244
312286.2259482701,607164.2559952392,17358.265836459752
312344.5245307833,607293.4074522619,17499.965602070417
312353.8116978102,607318.2585063915,17526.495328091252
312378.265363699,607399.8263768661,17611.64988915026
312385.8489266414,607438.9446788038,17651.496494694406
312394.6414376361,607534.5539799673,17747.50923717455
312380.4668506469,607574.2262420373,17789.637698979674
312357.9020593738,607597.1265966899,17821.787287599374
312358.4505696808,607618.7117429705,17843.379401981972
312385.7961728218,607643.7795235947,17880.476243310655
312389.7215154864,607660.0593079069,17897.222577007557
312346.1617662993,607777.3388470743,18022.330298817877
312343.5163059504,607801.681592807,18046.8163709869
312349.1913666318,607842.2090594883,18087.73924807703
312346.4964230073,607866.6844574464,18112.362566828797
312308.5615999181,607967.9401656323,18220.491051711466
312332.3806990849,608024.8293107022,18282.165392501603
312348.4113800632,608031.974807843,18299.716485402565
312387.9673994702,608063.6718012161,18350.40551834088
312410.7492509978,608094.3334297604,18388.60431706564
312454.7727492741,608098.8529563755,18432.859198393107
312520.5019343625,608040.3639302227,18520.84381041525
312550.0067855129,608007.6044568261,18564.931442905865
312589.2378953579,607952.9680879879,18632.193711522817
312628.6591443916,607934.3061035805,18675.80912780419
312670.1773068463,607936.9578314739,18717.411885818972
312739.8049173705,607954.3032846681,18789.167505068064
312757.4474777042,607962.2776660312,18808.528566331628
312821.4858851027,607979.1874091387,18874.761919214438
312847.7631233045,607981.6068347914,18901.15030431099
312891.4491054294,607996.295114374,18947.239463462724
312986.1767454631,608055.2744028654,19058.82746576274
313010.0051252616,608053.2709187843,19082.739923442477
313075.7214811162,607995.0902688166,19170.5102342399
313116.8666970338,607975.8764647638,19215.920575122633
313174.7290477805,607967.18405337,19274.432194906844
313197.5140122313,607950.0823092444,19302.9212148472
313212.9634505256,607916.5879049196,19339.806988048826
313247.4559178698,607896.3526043516,19379.796957948427
313372.3684662847,607906.0551611402,19505.085761756825
313398.8110768498,607893.9849922175,19534.152936220802
313450.2401624047,607824.4527562794,19620.638094921986
313464.0247678747,607816.4780235129,19636.563285993358
313485.7525749852,607813.9682108104,19658.43556894767
313499.5815234633,607805.9332912433,19674.429309862815
313530.2178176607,607764.1874689216,19726.210543948713
313569.4858242935,607727.111796539,19780.215930972012
313634.2971543449,607685.048065113,19857.480838947828
313693.7775406094,607669.057100673,19919.073267816137
313703.387639068,607669.5420138981,19928.69559254667
313797.6352396051,607628.1810223655,20031.61955393353
313819.5944197323,607601.7520940624,20065.98077980088
313831.7190394211,607592.9938763079,20080.93781095131
313881.8369152176,607573.3455070015,20134.769584939793
313894.537,607554.7253233875,20157.30851551112
313894.537,607490.1930466132,20221.84079228541
313887.4068019342,607474.883957869,20238.7288923158
313863.9452575992,607455.1606788606,20269.37937024726
313857.5697316321,607434.4094072847,20291.08795388081
313871.2262517555,607386.1155120066,20341.275610361423
313945.1855027608,607372.2696844499,20416.51973139421
313968.5508545185,607403.2800530809,20455.347332728696
313989.8918818552,607410.5108636098,20477.88006600037
314022.8503345453,607401.3284872203,20512.09374221156
314045.4396650325,607410.4254538912,20536.446004005273
314064.3273933755,607442.4118108226,20573.592650040977
314089.821506417,607474.552863749,20614.616997482364
314138.7407297362,607521.3321921673,20682.303007687013
314194.2325168832,607502.0324112223,20741.055199010276
314198.5664009461,607470.9039546564,20772.483901803203
314206.2746700258,607446.1051669734,20798.453062027438
314226.8975836463,607404.9361333314,20844.498625301418
314234.2233390957,607355.6086990635,20894.367076895123
314228.7813199496,607323.8148814981,20926.623276419716
314259.4104624604,607285.3019903705,20975.830868861893
314292.9868184757,607283.3678299158,21009.462887236197
314309.6753713936,607277.1014541273,21027.289139338547
314351.0205886341,607244.9563353441,21079.660273088473
314362.3954941547,607232.5120400396,21096.51995758218
314370.7564962677,607219.4999939068,21111.98668641848
314400.192216949,607206.0124120434,21144.365329326294
314408.9355735049,607207.2477383009,21153.195522689166
314418.6222887209,607206.2206028362,21162.936542088555
314457.5962492825,607191.9215258539,21204.45079511568
314477.679445611,607207.5829536618,21229.91871799432
314471.770589746,607263.3929587714,21286.040649963663
314485.9087120096,607279.9520332589,21307.814245188623
314514.5574037365,607281.4409211741,21336.501599979325
314539.666479425,607289.7504298432,21362.949919703846
314595.2414585952,607326.740818418,21429.709691697793
314617.9176382322,607339.157612333,21455.562851931216
314674.8123672617,607364.2038230546,21517.72652993414
314699.906519386,607373.304463049,21544.419939591717
314727.5161355699,607381.2773694288,21573.15768727595
314795.5925794786,607448.7422267463,21669.00083616059
314797.952132122,607456.6449282253,21677.24827087351
314786.7975838812,607547.995517993,21769.277365171783
314785.2474380898,607550.6221258414,21772.327286607502
314791.9902489431,607571.9158875264,21794.663127422144
314839.5849141601,607593.4163918766,21846.88882841728
314877.0020203688,607622.7080153916,21894.40765674015
314878.2753187479,607624.3260810933,21896.46664323286
314883.0602493086,607629.5885603008,21903.579255121585
314901.0068883448,607646.7043298545,21928.379082139374
314931.9437772444,607752.4257404673,22038.5340082968
314920.9320971768,607797.4753732955,22084.90993433466
314918.3839204479,607829.1091450312,22116.64617101875
314921.51304759,607868.6480246901,22156.308677764457
314921.1256850283,607888.3409391289,22176.005401574457
314918.3626074382,607911.5862032654,22199.41430805347
314920.8968377214,607934.2229610643,22222.192480209662
314925.6789329367,607947.6866269994,22236.48019293983
314927.5995605211,607974.1881771092,22263.05124802881
314924.9753130428,607987.3642495822,22276.48611165444
314914.6202880694,608009.2791543824,22300.72429629363
314902.7323583422,608023.7938573855,22319.485945380726
314893.2273387144,608068.8179714031,22365.502423311955
314914.9763243524,608147.3642321381,22447.0041622611
314914.8525501172,608158.4667352586,22458.10735529736
314910.4174090016,608173.1988664262,22473.492613353574
314920.0095312165,608196.5321324391,22498.72057624025
314933.2708291623,608203.747752289,22513.817834038495
314942.457967972,608214.3450687272,22527.84304830413
314947.3401133722,608227.4747643356,22541.851054960254
314955.027897418,608237.1690749504,22554.223673188913
314967.3021586163,608245.3138549385,22568.95442093024
314976.0838208095,608264.5044885674,22590.058875672134
314968.5247117084,608323.8800342388,22649.913662900755
314961.7589948593,608343.3579939161,22670.533212790964
314930.0498022839,608396.0178703326,22732.003006006653
314929.3496169639,608415.3878734803,22751.385660144468
314946.8017571899,608449.7673317952,22789.94113125418
314951.0186391151,608461.51710369,22802.424689751264
314964.5720636408,608522.2945230992,22864.694987858966
314975.6331355408,608544.2092841337,22889.242982945696
314995.0817294373,608566.5888638906,22918.892492126186
315006.9607926381,608593.227889446,22948.060108159516
315009.8304295149,608616.3487758598,22971.358395743944
315024.183397355,608633.1157739375,22993.42964197876
315047.1216224935,608639.6699689265,23017.285870608946
315067.006245294,608642.7210026534,23037.403202209367
315120.0472633956,608644.110064974,23090.462405891547
315131.6535131079,608643.5699960255,23102.08121421483
315218.1996010441,608633.206267507,23189.245611797025
315234.199211369,608629.947795401,23205.57366039486
315255.5219422261,608623.7552895522,23227.777398366045
315274.6257024071,608620.1741486661,23247.213916137982
315308.7819012688,608617.161633456,23281.50270685116
315353.4268801382,608602.0773792921,23328.627104586638
315407.1690085925,608568.1070574566,23392.20539597923
315449.4309107356,608512.611211567,23461.961093121223
315457.0603788489,608487.4647105408,23488.239511976786
315472.9397247474,608473.5386942617,23509.3602968952
315550.1867837827,608460.7800713103,23587.65391470161
315562.3644508963,608455.8536819948,23600.79031025053
315592.4017315065,608435.0764188579,23637.3133562615
315611.7692377258,608425.2621732698,23659.025558213845
315631.1729972883,608418.5529243224,23679.55650818201
315731.5253062338,608290.5174941835,23842.233050072824
315738.8665409296,608210.6470379262,23922.440178868215
315753.4980664666,608163.2919572268,23972.00412955407
315779.8729848946,608115.8824426857,24026.256303622144
315786.9926484388,608099.9539124442,24043.703586638017
315814.9107789591,608019.2347444743,24129.114394440665
315841.9544516627,607989.8445717704,24169.053629346516
315884.4992417228,607971.0439089327,24215.56732716117
315904.4557623842,607969.5240844225,24235.581636628438
315919.4795052146,607973.5864270212,24251.14490993525
315927.3101379844,607974.6264340926,24259.04430385403
315993.6135891387,607974.6264340926,24325.34775500835
316017.957540523,607962.1584628114,24352.698774676213
316049.2646624471,607918.6872213291,24406.27007967414
316092.864092571,607924.2687807713,24450.225330929687
316105.8441158425,607957.7850822854,24486.1672767773
316092.2773798735,607980.770041061,24512.85743703847
316074.3399622575,607983.2041724984,24530.959258675706
316052.4110309472,607991.773955436,24554.503243215466
316029.1760524622,608008.0209183744,24582.85510435228
316022.9217173609,608022.4294278517,24598.562486467574
316025.7607454008,608042.3567134192,24618.690993374454
316051.5489681144,608050.5053591589,24645.73600877689
316055.9299575793,608045.8367578998,24652.138266691636
316085.6774234215,608030.503876297,24685.60480195121
316101.5209091251,608028.3572565609,24701.59304811928
316119.2111489091,608022.450269401,24720.243439024678
316124.5790993244,608019.4485484157,24726.39366020237
316146.8606725136,608031.4536844634,24751.70357516291
316147.5168460674,608040.4850856933,24760.758782057743
316154.1798411712,608053.9865321892,24775.81482938878
316188.7964071866,608084.7449979236,24822.12238662337
316197.2995991626,608097.5927316862,24837.529155804958
316212.9273043507,608143.9778807902,24886.47613964311
316232.4104667197,608175.2419852588,24923.314134215492
316288.0980106383,608230.4622758115,25001.73851203523
316315.2010008968,608248.1260314768,25034.08940607473
316388.6206785545,608276.940503303,25112.960965295944
316416.8063172671,608295.6986827042,25146.818010708797
316441.1956240533,608320.8323961915,25181.840030056235
316492.4967209203,608319.684288304,25233.153972522978
316496.0928339262,608315.6302866142,25238.57310146145
316527.0532973011,608316.9004001394,25269.559606278162
316570.8726088645,608375.3123874085,25342.580783498273
316584.4312287842,608403.6854082105,25374.026999225447
316607.1691017319,608493.4977363548,25466.672911994927
316631.8737503564,608515.8137680052,25499.964426413473
316722.9557897742,608529.2488786045,25592.032010835588
316748.2011262531,608554.1875002577,25627.51809069654
316754.2917557434,608592.2496035944,25666.06441967868
316759.0834289723,608604.3438070234,25679.073258555127
316803.6870023576,608670.1358164495,25758.55952946447
316815.5580631801,608697.643229631,25788.51916672843
316832.2820014943,608772.7646542671,25865.47966667545
316837.4079175919,608784.0339696477,25877.85999320536
316843.9308770684,608792.8923091533,25888.860864949373
316848.9442496979,608803.675213737,25900.75224570948
316864.6862131076,608869.2232908465,25968.164112800856
316882.8110412699,608903.836080845,26007.235261074173
316990.8322880813,609024.7665804473,26169.385732848867
317007.4212131243,609048.6171016769,26198.438095868147
317034.3225718764,609099.4952124539,26255.990378698167
317057.7128850806,609121.5870226409,26288.16420080758
317125.4688057908,609152.603222575,26362.681778932787
317140.2395212213,609192.4121280918,26405.14261963066
317133.4693583034,609207.1385392698,26421.350713044718
317144.554171705,609228.186782858,26445.13940040437
